,tweet,verified,created_at,location,favourites,retweets
7495,หลานส่งมาบอกว่าเกาหลีเหนือกดตั้งหนึ่งครั้ง ใครอ้ะ!!!! #popcat https://t.co/DL3Lfyru5h,False,2021-08-16 07:19:11,,0,0
7496,"दूर बैठी हो कही यादों को मन मे दबाए । तुम फिर लौट आओ मेरे पास मै अब भी गैर नही! 
तुम जाकर भी मुझसे दूर नही हो, आकर… https://t.co/3JZmiX3SqV",False,2021-08-16 07:19:17,,1,2
7497,#popcatthailand #popcatclick #popcatTH #ไล่ประยุทธ์ #สงครามOnlyfans #หวยแม่น้ําหนึ่ง #JUNGKOOK… https://t.co/8WevHANXul,False,2021-08-16 07:19:20,,1,0
7498,🖤เสื้อครอปแบรนด์romwe อก32-36 ยาว15 120฿ส่งฟรี ซักเก็บไม่เคยใส่เลยค่า เค้าแพคถุงของแบรนด์ไปให้ด้วยน้า🖤… https://t.co/3eQ8syGzaY,False,2021-08-16 07:19:31,,2,1
7499,#popcat #popyut https://t.co/s8NGxA8iAY,False,2021-08-16 07:19:35,,1,1
7500,#birthdaygirl  #birthdayboy  #boojybabee #birthday #spa #popcat  Wealtholdings@yahoo.com to order. https://t.co/bnrZaWEXWd,False,2021-08-16 07:19:37,,0,0
7501,ในขณะที่ดาราไทยเงียบแต่นางงานต่างประเทศช่วยกัน call out ช่วยไทยตลอด #popcat #ไล่ประยุทธ์ #ตาลีบัน #ม็อบ15สิงหา https://t.co/YWHAA4bhx0,False,2021-08-16 07:19:38,,1348,3224
7502,ใครอยากไปร่วมม็อบแต่ไปไม่ได้ หรืออยู่ฝั่งประชาธิปไตยแล้วอยากมีส่วนร่วมสนับสนุนอุดมการณ์ ไปอุดหนุนทุเรียนทอดคุณไมค์… https://t.co/oNPJtal4ez,False,2021-08-16 07:19:48,,5,2
7503,"ミ Netflix ultra HD 4K 🌸

 2คน/1จอ ✿ 30 days — 55 ฿
1คน/1 จอ ✿ 30 days — 100 ฿

🌷สนใจทักมาน้า

  💖รีวิวแน่นมาก🔥… https://t.co/HkgGEU9a5t",False,2021-08-16 07:20:00,,0,0
7504,เธอใช้เวลาวันหวยออกคิดมาแย่งพวกฉันหรอ  หาซื้อหวยแปป หชังหวยออกเจอกัน ❤️‍🔥❤️‍🔥❤️‍🔥 #popcat https://t.co/58nYwP0K1O,False,2021-08-16 07:20:02,,4,2
7505,ใครที่ใช้ไอแพทเล่น #popcat ลองเอาสองมือแนบหน้าจอดูนะคะขึ้นรัวมากๆๆๆๆ ช่วยกันรีหน่อยคับเพื่อแมวอันดับ1ของพวกเราาาา… https://t.co/ZEqVoKN16q,False,2021-08-16 07:20:22,,1,1
7506,ไต้หวันมันสู้มากนะมึงกูนั่งกดตั้งเเต่เช้ากับเพื่อนไต้หวันมันบอกกูไม่ยอมหรอกพลังชานมไข่มุกมันมา มันบอกกูเเบบนี้ไม่รู้จะจริงจังไปไหน #popcat,False,2021-08-16 07:20:34,"New Mexico, USA",1,1
7507,"https://t.co/6kHEM5g1UD
ป็อบแมวหรือจะสู้ป็อบคิง สนุกมาก มีเควสคอนท้ายด้วย ไปเล่นกัน
#popcat",False,2021-08-16 07:20:39,,9,38
7508,"Thai-san Calm downnnn!!!!!!

 #HetaliaTHCreator #popcat
 #hwsasean #hwsmalaysia #hwsthailand #hwsasean #ヘタリアWS https://t.co/w4cvx6vlhR",False,2021-08-16 07:20:44,,302,121
7509,"ตอนปกป้องบ้านหลวงประยุทธ์ มาอย่างไว
แต่ทำไมตอนบ้านประชาชนถูกน้ำท่วม ทำไมความช่วยเหลือจากรัฐบาลมาช้าจัง

นายกรู้หรือ… https://t.co/e8454kcZSB",True,2021-08-16 07:20:50,"กรุงเทพมหานคร, ประเทศไทย",1461,5997
7510,"I MUST WIN!!!!
อ้ากกกกกกกกกกกกกกก!!!!!

#popcat https://t.co/3wHylmFWaU",False,2021-08-16 07:20:52,"กรุงเทพมหานคร, ประเทศไทย",53,18
7511,ตอนเย็นนี่ไทยพุ่งเเน่ๆเพราะโกรธที่หวยแดก555555555 #popcat,False,2021-08-16 07:20:57,กวังยา,5,1
7512,"หลังจากคนไทยกดpopcatได้ที่หนึ่ง:
เครดิต FB.Sitarnun Tunsin
#popcat https://t.co/nRvPyxpFpb",False,2021-08-16 07:21:16,,1,1
7513,ช่วยกันหน่อย #ทีมประเทศไทย #popcat https://t.co/QYO3zipaqz,False,2021-08-16 07:21:19,,1,0
7514,กด #popcat กันดันแท็ก #น้ําท่วมเชียงราย คือกดจนนิ้วจะล็อกแล้ว,False,2021-08-16 07:21:24,,2,2
7515,"ขออนุญาตนะคะ ฝากแท็ก #นํา้ท่วมเชียงราย ด้วยนะคะ
#popcat #popdog https://t.co/iQnPAh4GHW",False,2021-08-16 07:21:30,,5,7
7516,"เบอร์เงิน lucky‼️‼️
✨ งวด 16 สิงหาคม 2564
🌟 เบอร์ละ 20 บาท
👉🏻รับธนาคาร &amp; วอลเลท
• ♡ สนใจเดมได้ตลอดเลยน้า • 
ปิดรับ… https://t.co/dxNiUftwky",False,2021-08-16 07:21:40,รวยแน่นอน,0,0
7517,ตอนนี้ครบ45.1B แล้ว #popcat https://t.co/Z0yPWWwpo7,False,2021-08-16 07:21:47,,1,0
7518,"เบอร์เงิน lucky‼️‼️
✨ งวด 16 สิงหาคม 2564
🌟 เบอร์ละ 20 บาท
👉🏻รับธนาคาร &amp; วอลเลท
• ♡ สนใจเดมได้ตลอดเลยน้า • 
ปิดรับ… https://t.co/z58G7a87XJ",False,2021-08-16 07:21:50,รวยแน่นอน,0,0
7519,"งานนี้มีเฮ เด็กสมบูรณ์ Thailand No.1 👏🏻 
#teamthailand #นัมเบอร์วัน#เด็กสมบูรณ์ #POPCAT
https://t.co/x9ltPJo5L4 https://t.co/0vTYXX4C1X",False,2021-08-16 07:22:00,,8,2
7520,🍈💡เสื้อยืดร้าน hay_gopgaepofficial ไซส์S อก36ยาว27 180฿ส่งฟรี ใส่ครั้งเดียวใหม่มากๆ เค้าแพคถุงของทางร้านไปให้ด้วยน้… https://t.co/VJq6SCvMGt,False,2021-08-16 07:22:05,,2,1
7521,"เบอร์เงิน lucky‼️‼️
✨ งวด 16 สิงหาคม 2564
🌟 เบอร์ละ 20 บาท
👉🏻รับธนาคาร &amp; วอลเลท
• ♡ สนใจเดมได้ตลอดเลยน้า • 
ปิดรับ… https://t.co/Y1CGFhclOL",False,2021-08-16 07:22:11,รวยแน่นอน,0,0
7522,"When you're alone but powerful ❤️💪

#the_entrepreneurvibe #success #affiliatemarketing #networkmarketing #india… https://t.co/I5zRXL9hzF",False,2021-08-16 07:22:29,India,1,0
7523,สู้มัน!! #popcat https://t.co/eFis1L1Rvh,False,2021-08-16 07:22:46,,2,0
7524,"150฿
#สร้อยข้อมือ สวยมาก ๆ ใส่ได้ทุกโอกาส
#กําไลลูกปัด #popcat #ม็อบ15สิงหา #สลิ่มvsสามกีบ #ตาลีบัน… https://t.co/VqEa2w8GR5",False,2021-08-16 07:22:57,ร้านนี้ไม่เป็นสลิ่มค่ะ,0,0
7525,🤣🤣🤣🤣 สงสารไต้หวัน เรายู่ที่นี่ก้อกดช่วยนะ แต่ไม่ไหวนิ้วล็อก😅😅😅#popcat https://t.co/uOe2CFAUaK,False,2021-08-16 07:23:30,Thailand,4,3
7526,#popcat https://t.co/uyvjdwZn81,False,2021-08-16 07:23:41,"Sabah, Malaysia",1,1
7527,นิ้วโอนลี่โนออโต้ #popcat https://t.co/wTnz8CJb2O,False,2021-08-16 07:23:59,Japan,1,4
7528,Pop cat #popcat #ไทยชนะ https://t.co/ZvNfXLDbFD,False,2021-08-16 07:24:03,สุราษฎร์ธานี,0,0
7529,ใครทำ 5555555555555555555 #popcat https://t.co/DEqDx41lbL,False,2021-08-16 07:24:08,,6,4
7530,"เมื่อคุณหวังกินชานมไข่มุกฟรี คุณกดจนครบหมื่นแล้วเพิ่งเห็นว่า""เฉพาะสาขาสยาม"" แต่คุณอยู่นราธิวาส....ฉันจะนั่งเจ็ทไปเอ… https://t.co/9Uv9AJxFzx",False,2021-08-16 07:24:23,,4,8
7531,รถพี่เขาโดนยึดค่ะ โดยตำรวจอ้างว่าเป็นคำสั่งศาล รถที่โดนยึดคือรถที่คอยส่งเสบียงน้ำ อารหาร และน้ำเกลือ ให้พวกเราค่ะ… https://t.co/CWlZyFIfMP,False,2021-08-16 07:24:29,,1,3
7532,"kameniambia kanaeza hata join military kanilinde nkajua tu ni set up😂😂😂😆💔💔
Alfred Mutua #popcat  #AlfredMutua",False,2021-08-16 07:24:30,"Matuu, Kenya",1,0
7533,"เเงงงง555555 มันหยามกันไม่ด้ายยย
 #popcatclick 
#popcat https://t.co/3M1fHxYw1q",False,2021-08-16 07:24:33,,6,1
7534,"ขออนุญาตฝากร้านหน่อยนะคะ🙏🏻
🏷𝐏𝐫𝐢𝐜𝐞(ราคา)
•50 กรัม ~ 49 บาท
•100 กรัม ~ 89 บาท
ใครสนใจคลิกลิ้งค์ได้เลยนะคะ… https://t.co/9RDvtRHSPS",False,2021-08-16 07:24:34,,0,0
7535,"อันนี้คือ ครีเอทมากลองกดไป 112 รอบดูจ้าาา 🤩🤩 #popcat #popdog #popprayut #popking #popcatthailand 

https://t.co/9gzfkG9iZh",False,2021-08-16 07:24:39,,0,3
7536,#popcat https://t.co/XSBuIkW2nM,False,2021-08-16 07:24:56,,1,3
7537,หวยอั้น #popcat https://t.co/WOWXhwP3Ic,False,2021-08-16 07:25:06,,0,0
7538,"ซาร่า: โอ้จอร์จ! คุณซื้อเสื้อมาจากไหนคะ มันเท่มากๆเลย
จอร์จ: ผมซื้อมากจากร้าน Kool Kiddo Club น่ะตอนนี้เขาลดเหลือ 2… https://t.co/sOHtUTXreS",False,2021-08-16 07:25:10,,1,0
7539,เจอเจ้าตัวแล้ว55555555555555555 #popcat https://t.co/xcArRJLIAJ,False,2021-08-16 07:25:14,ioเด่กเมี๊ยว 👼🏻,4,9
7540,"ไทยชนะที่แท้ สองวันเท่านั้นนน 555555 ไม่ใช่อะไร คนไทยเก็บกด

When your government keeps failing, makws things worse… https://t.co/NeFpFsp4I5",False,2021-08-16 07:25:18,,0,0
7541,ชอบมาก55442444455 #popcat https://t.co/7a0vXnvT3n,False,2021-08-16 07:25:18,ประเทศไทย,4,2
7542,ได้ข่าวว่าไต้หวันจะมาท้วงที่1คืน #popcat https://t.co/0ptgShB8HX,False,2021-08-16 07:25:19,,33,46
7543,"💸 ปล่อยกู้เงินด่วน 💸
🔺รับทุกจังหวัด ทุกอาชีพ 🔺
#ปล่อยยอด5000-100,000 บาท
      https://t.co/mno1wI75hN
      กดที่… https://t.co/sJio8obWxI",False,2021-08-16 07:25:33,,0,0
7544,"อิหวันมันสู้นะ แต่กูจะเอาจะที่ 1'' 😂
#popcat https://t.co/VjCMUAO9Fi",False,2021-08-16 07:25:35,,58,70
7545,"วินาที ที่ไทยได้ อันดับ1 
คืออะไรไม่รู้ ไปเล่นกัน555
จิ้ม👉https://t.co/X1HEFhl7d1
#popcat https://t.co/L3WdZbuNBo",False,2021-08-16 07:26:13,"หนองจอก, กรุงเทพมหานคร",2,0
7546,"ขอบคุณ #popcat ที่ทำให้เรามีเรื่องไป
คุยกับผช ที่เราชอบค่าาาาาาา 🥰 https://t.co/SEqPbNVXIR",False,2021-08-16 07:26:35,,2,0
7547,"twt account for sale!!
#RatsZone #ratzone #BTSARMY #TREASURE #Trending #zonaBU #zonalelang #win #whitelotus #wts… https://t.co/1qBjCI4eOA",False,2021-08-16 07:26:46,,1,1
7548,"ไอจะขยี้ยูให้เเหลกคึ !!
#popcatclick  #popcat https://t.co/2xZHeMTl0R",False,2021-08-16 07:26:53,,5,0
7549,ไต้หวันนางสู้ว่ะ #popcat https://t.co/gV4pOHNAA2,False,2021-08-16 07:26:55,,8,7
7550,สุดยอดไปเลยกับสถิติ #popcat🐱 เกมกดแมวสุดฮิตที่เล่นกันทั่วโลกซึ่งชาวไทยได้ขยี้สถิติให้แหลกคึ! นำประเทศอื่นไปแล้ว โดย… https://t.co/NkohuXqCqw,False,2021-08-16 07:27:03,,1,0
7551,"150฿
#สร้อยข้อมือ โบว์น้อย ๆ น่ารักมากกก
#กําไลลูกปัด #popcat #ม็อบ15สิงหา #สลิ่มvsสามกีบ #ตาลีบัน… https://t.co/1uwOaQIvE8",False,2021-08-16 07:27:05,ร้านนี้ไม่เป็นสลิ่มค่ะ,0,0
7552,#popcat https://t.co/uQdcbfVbTr,False,2021-08-16 07:27:05,,1,7
7553,#popcat https://t.co/cQBq9QoMmh,False,2021-08-16 07:27:07,"Bangkok, Thailand",3,2
7554,อ่ะ! มึงดูความแตกต่าง #ม็อบ15สิงหา #popcat https://t.co/emSMqeJ8jj,False,2021-08-16 07:27:10,,15,26
7555,55555555 พี่ไรเดอร์คือที่สุด! #popcat #popcatthailand https://t.co/zSq1f4k9Jg,False,2021-08-16 07:27:59,Rosehill Cottage,12,8
7556,มันมาอีกแล้วหรอ #popcat,False,2021-08-16 07:28:03,,0,0
7557,#รัฐบาลเฮงซวย #7ปีรัฐประหาร #7ปีแล้วไอ้สัส #COVID19 #COVID一19 #COVID_19 #ประเทศไทยหยุดพัฒนา #ประเทศไทยห้ามพัฒนา… https://t.co/6TWy7LxARv,False,2021-08-16 07:28:07,,1,1
7558,ทุกคนคะ เค้าฝากรีหน่อยได้มั้ย ไม่ต้องซื้อก็ได้ เผื่อมีคนสนใจ เค้าหาเงินช่วยที่บ้านค่ะ เครียดบ่อยมากช่วงนี้ อยากแบ่ง… https://t.co/i9JDk15444,False,2021-08-16 07:28:15,,7,14
7559,#หารnetflix #popcatthailand #หารเน็ตฟลิกซ์ราคาถูก #หารnetflixTH #NetflixTH #Netflix #หารnetflixTH… https://t.co/aLYeP72cw0,False,2021-08-16 07:28:43,📍 ไม่ขายสลิ่ม 📍,1,1
7560,#popcat ขำไต้หวันกับไทย จริงจังอะไรกันเบอนั้น,False,2021-08-16 07:29:07,,1,0
7561,Happy 10k 😣 #popcat https://t.co/rqMxV3a56c,False,2021-08-16 07:29:49,,1,0
7562,"น้องเหมียวPOPCAT ก็ไม่พลาดชาดีๆอย่าง""ชาเอ็กไคนาเซีย เสริมภูมิต้านทาน""นะคร้าบ 🤣
📍กล่องละ199บาท 2กล่อง390บาทเท่านั้น!… https://t.co/CLOjvv77ab",False,2021-08-16 07:29:52,,0,0
7563,"เบอร์เงิน lucky‼️‼️
✨ งวด 16 สิงหาคม 2564
🌟 เบอร์ละ 20 บาท
👉🏻รับธนาคาร &amp; วอลเลท
• ♡ สนใจเดมได้ตลอดเลยน้า • 
ปิดรับ… https://t.co/XHaEDRcdY9",False,2021-08-16 07:29:53,รวยแน่นอน,0,0
7564,สงสารเด็กปีหนึ่งปีที่แล้วนะเอาดี แทนที่น้องจะได้รู้ว่าการมาเดินสับเอวในม.ห้อยป้ายเฟรสชี่เก๋กรุบมันรู้สึกยังไง. ลิ้ม… https://t.co/aXdb37VTWd,False,2021-08-16 07:30:01,ประเทศไทย,0,0
7565,"เบอร์เงิน lucky‼️‼️
✨ งวด 16 สิงหาคม 2564
🌟 เบอร์ละ 20 บาท
👉🏻รับธนาคาร &amp; วอลเลท
• ♡ สนใจเดมได้ตลอดเลยน้า • 
ปิดรับ… https://t.co/SFRthbhWpC",False,2021-08-16 07:30:09,รวยแน่นอน,0,0
7566,เกาหลีเหนือ 1 ใครกดน่ะ #popcat https://t.co/LKFI5UCs3V,False,2021-08-16 07:30:16,,0,0
7567,อย่างชอบบบบบ #popcat #WhatsHappeningInThailand https://t.co/WtFg8Yxl6K,False,2021-08-16 07:30:45,Bangkok,4,1
7568,"Celebrating for Thailand with my artwork heheheh!🤣
#popcat #popdog #popcatclick #popcatthailand #ArtistOnTwitter… https://t.co/We7RRG5UVJ",False,2021-08-16 07:31:05,,10,0
7569,การเริ่มต้นใหม่เป็นอะไรที่เจ็บช้ำ #popcat #แมวตาแดงไปแล้ว1,False,2021-08-16 07:31:30,โลกของคนเหล่ท่อ,1,0
7570,ชวนน้องเล่น #popcat น้องบอกว่าเราต้องชนะ ใครห้ามแซงไทย คือกุขำ555555555555 มันจริงจังเบอนี่เลยแหละ,False,2021-08-16 07:31:34,"The 1975 , Dept",1,1
7572,#Popcat หรือจะสู้ #Popking 5555555,False,2021-08-16 07:31:49,IG : Hamdery13,1,1
7571,ขี้ข้าเผด็จการ #ไล่ประยุทธ์ #ม็อบ15สิงหา #popcat #ม็อบ16สิงหา #ให้มันจบที่รุ่นเรา #WhatsHappeningInThailand… https://t.co/PrQfog30nw,False,2021-08-16 07:31:49,,3,1
7573,เริ่ดด #popcat #ไล่ประยุทธ์  #ม็อบ15สิงหา #ม็อบ16สิงหา https://t.co/ocCLqLnjiI,False,2021-08-16 07:31:51,,8,10
7574,"🙏🏻 วันนี้รวยนะคะ 💕

เบอร์ละ  10 บาทเองค่า
ถูก 2 ตัวท้าย รับไปเลย 600 บาทค่า

ถูกจริง จ่ายจริง ไม่โกงแน่นอนค่ะ
dm ไ… https://t.co/EJINuTOULc",False,2021-08-16 07:31:55,,2,0
7575,"💸 ปล่อยกู้เงินด่วน 💸
🔺รับทุกจังหวัด ทุกอาชีพ 🔺
#ปล่อยยอด5000-100,000 บาท
      https://t.co/W350Wm9pG5
      กดที่… https://t.co/Ouu5hrQuPQ",False,2021-08-16 07:32:05,,0,0
7576,"Netflix 4k  
✿ 1 จอ 39 Baht 

❀ 30 Days

✦ แอคนอก  จอเดี่ยว !
✦ ไม่ต้องใช้ Vpn 
✦ ล็อคจอไม่ได้

Tag : #หารnetfilx… https://t.co/ZAzKngyN3Y",False,2021-08-16 07:32:14,,0,0
7577,"#เบอร์เงิน 𝐬𝐡𝐨𝐩_𝐫𝐞𝐧𝐧𝐲 ꔛ🐰‧₊* ⋆𓈒
✨เบอร์ละ 5฿❤️‍🔥10แถม1
💗ถูก2ตัวล่าง 305฿
꒰꒰สนใจทักDM🖖🏻 ꒱꒱˚ ༘ ໊ 💌✨⋆·
 #tiktokแจกเงิน… https://t.co/vATZsRdsso",False,2021-08-16 07:32:14,"บางกะปิ, กรุงเทพมหานคร",0,0
7578,"ตอนนี้คะเเนนของไตหวันเริ่มใกล้เข้ามาเเล้ว​ ฝากทุกคนไปช่วยๆกันกดหน่อยงับ
#popcat
#popcatthailand",False,2021-08-16 07:32:16,อายุ​ 100​ ปี,8,5
7579,"Twitter Trend
2021-08-16 14:32:20
1. #popcat
2. #ม็อบ15สิงหา
3. #ตาลีบัน
4. #สลิ่มvsสามกีบ
5. #ช้อปปี้15คว้าล้านxมิกซ์",False,2021-08-16 07:32:21,,3,0
7580,เอาล่ะไต้หวันไม่ยอมแพ้เราก็ไม่ยอมแพ้😂 #popcat  #popcatthailand,False,2021-08-16 07:32:34,,6,0
7581,"คือกดเร็วเกินจนมันจะบล๊อกอ่ะ
 #popcat https://t.co/wLPQuFerwy",False,2021-08-16 07:32:35,,0,0
7582,https://t.co/6f7D0PYtwz click here to discover the real answers now! #AskNotorious #BBNajia #COVIDIOTS #doge… https://t.co/7iWns9fU4d,False,2021-08-16 07:33:03,,1,1
7583,"#popcat 😊🐱
ぽちぽち……… https://t.co/1Teg2Kw58G",False,2021-08-16 07:33:23,,2,0
7584,"📣#รับสมัครคนช่วยโพสงาน #โปรโมทสินค้า 💄
📲 ก๊อป+โพสต์+แนะนำ ✔
🌈 #เงินออกทุกวัน รายได้ดี 100-1000บาท/วัน
💁🏻 สนใจทักแชท… https://t.co/ELoxmoDsD3",False,2021-08-16 07:33:26,,1,2
7585,#popcat #ม็อบ15สิงหา #ม็อบ16สิงหา https://t.co/jw6vmCUhYK,False,2021-08-16 07:33:45,,3,4
7586,ใครทำ 55555555555 แล้วดูยอด #popcat https://t.co/K1p3z1FDPr,False,2021-08-16 07:33:47,,0,0
7587,"งานโพสออนไลน์ ทำได้ตลอด24ชม✋🏻❕
-ขยันโพสต์ก็ได้เงิน​
-แนะนำคนหาค่าขนม
-เงินเข้าบัญชีโดยตรง
สนใจเดมหรือเฟบไว้เลย… https://t.co/25rbYGTtxT",False,2021-08-16 07:33:52,,4,0
7588,มาอิหวัน มามึงมา กูสู้นะะ #popcat https://t.co/4UGXgighdI,False,2021-08-16 07:34:30,,1,0
7589,#popcat https://t.co/ADhOVimQfN,False,2021-08-16 07:34:33,,2,2
7590,#popcatclick  #popcat https://t.co/c1N9H1y6Kj,False,2021-08-16 07:34:36,,2,1
7591,ชอบรูปนี้ #popcat #ม็อบ15สิงหา #ไล่ประยุทธ์ #สงครามOnlyfans https://t.co/Fr0skozeto,False,2021-08-16 07:34:36,,37,21
7592,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious  https://t.co/0I9PdwuNMy,False,2021-08-16 07:34:48,fancams/votes,0,0
7593,เอาจริงมันควรมีกิจกรรมแบบนี้มาแข่งกันเล่นๆ ในโลกออนไลน์นะ แบบขิงแต่ละประเทศ  #popcat,False,2021-08-16 07:34:58,,0,0
7594,"เอาเวลาที่มัวแต่มั่นหน้ามั่นโหนก หน้าด้านหลงตัวเองไปวันวัน ไปช่วยน้ำท่วมที่เชียงรายด้วยเถอะ!!! 😒🙄😤😠😡

#รัฐบาลเฮงซวย… https://t.co/LXrBoaaSaT",False,2021-08-16 07:35:00,,1,0
7595,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious https://t.co/Xaj3nSJsgN,False,2021-08-16 07:35:00,fancams/votes,0,0
7596,"ขอคนใช้ไอโฟนสอบถามได้คัดคนทำงาน
-สังคมios
-งานฟรี100%
-มีรีวิวจริง #iosนิ้วเบียด
#งานออนไลน์ #โควิดวันนี้… https://t.co/5aR6q4HSkN",False,2021-08-16 07:35:07,@562qijhg  ไลน์@ ของร้าน,2,0
7597,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious https://t.co/r1MK7DrrTX,False,2021-08-16 07:35:20,fancams/votes,0,0
7598,ขออนุญาตว่าด้วยเรื่อง pop cat ไต้หวันมีการลงข่าวด้วยว่าถูกไทยแย่งตำแหน่งเป็นอันดับที่1แล้วบอกว่าจะชิงตำแหน่งคืน(ช่ว… https://t.co/0hUEFRfCI8,False,2021-08-16 07:35:22,,7,10
7599,ชั้นได้หมื่อนแล้ว😂 #popcat https://t.co/7DVm4fzoAH,False,2021-08-16 07:35:28,,1,1
7600,จ้าาา 🙄🙄🖕 #ม็อบ15สิงหา #popcat https://t.co/63FAZhy6ya,False,2021-08-16 07:35:39,,1,4
7601,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious https://t.co/U24ThnzOPW,False,2021-08-16 07:35:42,fancams/votes,0,0
7602,เบื้องหลังความสำเร็จ #popcat https://t.co/rzjpSS1cf7,False,2021-08-16 07:35:42,,0,0
7603,อรุ่มเจ๊าะ  #popcat https://t.co/DrYEbZ4Snw,False,2021-08-16 07:35:53,"พระนคร, กรุงเทพมหานคร",2,0
7604,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious https://t.co/3AmnYP3aho,False,2021-08-16 07:35:54,fancams/votes,1,0
7605,#หน้ากากอนามัยkf94 #หน้ากากอนามัย #popcat #popdog https://t.co/NpP8lOY1kn,False,2021-08-16 07:35:55,,0,0
7606,ถูกหวย พร้อมโอนรางวัล สนใจDMได้น้า🥰 #หวยรัฐบาลไทย #หวยรัฐบาล #ซื้อหวย #ตรวจหวย  #เบอร์เงินสด #เบอร์เงินเบอร์ทอง… https://t.co/9kZ4ebrKn7,False,2021-08-16 07:35:57,เจ้าของร้าน,0,0
7607,ประยุทธ์หน้าด้าน #popcat #ม็อบ15สิงหา https://t.co/jklpfV2RBV,False,2021-08-16 07:36:06,,0,1
7608,ถูกหวย พร้อมโอนรางวัล สนใจDMได้น้า🥰 #หวยรัฐบาลไทย #หวยรัฐบาล #ซื้อหวย #ตรวจหวย  #เบอร์เงินสด #เบอร์เงินเบอร์ทอง… https://t.co/Nh305FCFPb,False,2021-08-16 07:36:06,เจ้าของร้าน,0,0
7609,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious https://t.co/rsklxZ5RPg,False,2021-08-16 07:36:22,fancams/votes,0,0
7610,"💸อัพเดตเบอร์เงิน 💸

สนใจทัก👉 @NetflixSeefah

งวด16/8/64

 🌸เบอร์ละ10฿🌸

🔥ซื้อ7แถม1🔥

#เบอร์เงินสด #เบอร์เงิน… https://t.co/0og8vFgivk",False,2021-08-16 07:36:24,‼️กูขายสติ๊กเกอร์ไลน์ ,0,0
7611,#popcat https://t.co/sl09Z1ppNL,False,2021-08-16 07:36:30,,1,0
7612,https://t.co/v5TcmjIh9y ปายเบิกเนตรกานเถอะะะะ #popcat #popdog #popking https://t.co/NYPjwj0CRQ,False,2021-08-16 07:36:33,,1,10
7613,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious https://t.co/y3p0k78gtD,False,2021-08-16 07:36:35,fancams/votes,0,0
7614,#popcat อย่าไปยอมเค้าตีตื้นเรามาแล้วววววว https://t.co/Z3fYnXZvoZ,False,2021-08-16 07:36:39,thai,2,1
7615,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious https://t.co/TN66jbjRWH,False,2021-08-16 07:36:45,fancams/votes,0,0
7616,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious https://t.co/khSmtnn7jt,False,2021-08-16 07:36:54,fancams/votes,0,0
7617,ขออนุญาตว่าด้วยเรื่อง pop cat ไต้หวันมีการลงข่าวด้วยว่าถูกไทยแย่งตำแหน่งเป็นอันดับที่1แล้วบอกว่าจะชิงตำแหน่งคืน(ช่ว… https://t.co/KN6IZkFyug,False,2021-08-16 07:36:57,221B,8,3
7618,"150฿
#สร้อยข้อมือ รุ่น เดซี่ คิ้วท์มาก ๆ สวยสุดมาก ๆ
#กําไลลูกปัด #popcat #ม็อบ15สิงหา #สลิ่มvsสามกีบ #ตาลีบัน… https://t.co/UUI18p0Q5l",False,2021-08-16 07:37:00,ร้านนี้ไม่เป็นสลิ่มค่ะ,0,0
7619,#TheWhiteLotus #popcat #MasterChefCelebrityColombia #blamajungkook #COVIDIOTS #dogecoin #AskNotorious https://t.co/vcmpxBilH0,False,2021-08-16 07:37:04,fancams/votes,0,0
7620,ไม่จบใช่มั้ยไต้หวัน ได้ กุเปิดคอมแปป! #popcat,False,2021-08-16 07:37:12,,8,2
7621,#popcat #ตาลีบัน #ม็อบ15สิงหา #สงครามOnlyfans #ไล่ประยุทธ์ #หวยแม่น้ําหนึ่ง #popdog #สลิ่มvsสามกีบ #ลูกนัทตาบอด… https://t.co/eWMagiwlXI,False,2021-08-16 07:37:27,,0,0
7622,"—พร้อมส่ง☁️ Brownie nextar nabati 1 กล่องมี 8 ชิ้นเลยน้าอร่อยมากๆค้าบทานกับนมคือเดอะเบส*🫀 ꙳꒰ ੭ ˃̶̀·̮˂̶́꒱੭ ⊹

𝐏𝐢𝐞𝐜𝐞-… https://t.co/wF9oN3j4JZ",False,2021-08-16 07:37:40,,0,0
7623,"ต่อไปนี้ชาวโลกจะได้เลิกสับสนกันซะที
ระหว่างไทยแลนด์ กับไต้หวัน
บอกเขาไปว่า Thailand Popcat #popcat",False,2021-08-16 07:37:44,Thailand,0,0
7624,#popcat https://t.co/72rrlMxyCi,False,2021-08-16 07:38:03,,3,0
